,label,title,description
3839,2,CFO sold stock options,"Tim Howard, the Fannie Mae (FNM) chief financial officer at the center of a critical report on accounting problems at the mortgage investment company, has exercised "
3840,2,Airbus withdraws support for Microsoft in EU case,European aircraft maker Airbus SAS has withdrawn its petition to intervene in the European Commission #39;s antitrust case against Microsoft Corp.
3841,0,"2 Egyptians Seized by Gunmen in Baghdad, Iraqi Police Say","Two Egyptians were seized by gunmen in an overnight raid on their Baghdad office, the Iraqi police said today, adding to a rash of kidnappings of foreigners."
3842,1,Tennis: Sharapova Advances to China Open Semifinals,Defending Wimbledon champion Maria Sharapova of Russia has advanced to the semifinals of the China Open women #39;s tennis tournament in Beijing.
3843,2,That #39;s rich: Gates tops Forbes list once again,"com September 24, 2004, 7:23 AM PT. IT Management and Web Technology have been fighting neck-to-neck for the fifth spot for the last year."
3844,3,Genesis Mission Status Report,"The Genesis team has shipped its first scientific sample from the mission #39;s specially constructed cleanroom at the US Army Proving Ground in Dugway, Utah."
3845,3,Netgear unveils 48-port Gigabit smart switch,"With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority."
3846,3,Staff fix needed at DIY website,"Screwfix.com, the internet home improvement service and part of the B Q chain, is freezing orders until more staff can be found."
3847,3,That's rich: Gates tops Forbes list once again,"Microsoft's leader brings home the gold medal for the 11th year running. Google's founders aren't doing too badly, either."
3848,2,"Durable Goods Fall, Aircraft Orders Slump"," WASHINGTON (Reuters) - Orders for long-lasting U.S. durable  goods slipped unexpectedly in August as civilian aircraft  demand plunged, but beat forecasts once transportation was  stripped out, government data showed on Friday."
3849,2,Bill Gates remains atop list of richest: Forbes,"Washington, Sept. 24: Bill Gates kept his ranking atop the richest people in the United States, boosting his worth to 48 billion dollars, but investor Warren Buffett, edged closer, Forbes magazine said today."
3850,3,Hackers Smell Blood In Common Windows Interface,"Since Wednesday, a rising tide of attacks which could precede the arrival of a new worm have been attempting to exploit the Windows GDI (graphic device interface) for JPEG files, according to the Internet Storm Center, Bethesda, MD."
3851,3,Now showing: The galactic storm,"HILO, Hawai #39;i - Scientists released images yesterday of a collision of two galaxy clusters as they crash into each other like immense storm systems, a process that releases more energy than anything but the Big Bang itself."
3852,0,Chechen Rebel Leader Blames Rival for School Massacre,"Chechen rebel leader Aslan Maskhadov has denied being involved in the Russian school hostage-taking and said another rebel chief, Shamil Basayev, should stand trial for staging it."
3853,3,Great White Shark Gets Satellite Tracker (AP),"AP - Researchers put a satellite tracking device on a 15-foot shark that appeared to be lost in shallow water off Cape Cod, the first time a great white has been tagged that way in the Atlantic."
3854,0,SBY puts victory celebrations on ice,"FIVE days after Indonesia #39;s first presidential election, neither candidate has claimed victory or conceded defeat, even though it is now clear President Megawati Sukarnoputri cannot possibly win."
3855,1,Zaballa in Breakaway Stage Win," COLLADO VILLALBA, Spain (Reuters) - Spain's Constantino  Zaballa, riding for the Saunier Duval team, broke away early in  the day for an easy win in Friday's 19th stage of the Tour of  Spain over Avila and Collado Villalba."
3856,2,Congress delivers 146-billion-dollar tax cut,WASHINGTON : Congress approved a 146-billion-dollar tax cut endorsed by both President George W. Bush and his rival John Kerry but criticized as a budget buster by some economists.
3857,2,Kenya to get delayed loan from IMF,"Kenya has met all economic conditions set by the International Monetary Fund (IMF) which could result in the release of a delayed loan to the east African country, a visiting IMF mission announced here Friday."
3858,3,Thin glaciers get thinner in Antarctica,"Some of Antarctica #39;s glaciers are melting faster than snow can replace them, enough to raise sea levels measurably, scientists have reported."
3859,3,Group: Illegal Ivory Easy to Get Online (AP),"AP - Online sales of illegal ivory are booming in the United States despite a longtime global trade ban, conservationists charge."
3860,0,Fla. Rep. Goss Sworn in As New CIA Chief (AP),"AP - In an Oval Office ceremony, Porter Goss was sworn in Friday to head the CIA and lead an intelligence community which has faced intense criticism for failures and faulty information prior to the Sept. 11, 2001, terrorist attacks and the Iraq war."
3861,0,U.S. Sees Chances of Saddam Trial in 2004 'Remote'," BAGHDAD (Reuters) - The chances of trying former Iraqi  leader Saddam Hussein in 2004 are remote, a U.S. official said  Friday, casting doubt on remarks by Prime Minister Iyad Allawi  who said the trial could begin as early as October."
3862,0,Prince Harry set for army career,"Prince Harry will join the army in early 2005 after passing his Sandhurst entrance exams, says Clarence House."
3863,0,Bahamas put on hurricane warning,The Bahamas and Florida are readying themselves for the latest savage hurricane to hit the region.
3864,0,Upturn in Oil Prices Leave Stocks Mixed,NEW YORK - A fresh upturn in oil prices left stocks mixed Friday even as a satisfactory report on durable goods orders provided new evidence that the economy might be gaining traction. Downbeat outlooks from a pair of microchip makers weighed on tech stocks...
3865,1,Knee Injury Forces Czech Football Captain to Retire,Czech Republic football captain Pavel Nedved has announced his retirement from international play. The 32-year-old Nedved said his recurrent knee injury does not allow him to compete for both his club and his country.
3866,1,Report: Dolphins Win Grievance Against Williams," MIAMI (Sports Network) - Former Dolphins running back Ricky  Williams was ordered by an arbitrator Friday to pay a huge sum  of money to Miami, which filed a grievance against the star  after he retired just prior to training camp this season."
3867,2,Emisphere Wins Novartis Over,"Emisphere warrants close attention, although massive profits are not in the near-term cards."
3868,0,Haitians mob food trucks as frustration grows with slow storm &lt;b&gt;...&lt;/b&gt;,"GONAIVES, Haiti (CP) - Left with almost nothing after tropical storm Jeanne devastated this city, residents buried unclaimed corpses in mud-clogged backyards while mobs attacked aid trucks and even neighbours bringing them food."
3869,1,Coaches take back seat as the formula kicks in,"DURING 21 years in coaching, I #39;ve been lucky enough to reach the grand final five times. These games represent the pinnacle of your career, but at the same time produce a very strange sensation."
3870,2,PalmSource: Give or Take,"PalmSource cuts its losses in the first quarter, but lost business from Sony leaves the outlook uncertain."
3871,1,Zaballa in Breakaway Stage Win,"Spain #39;s Constantino Zaballa, riding for the Saunier Duval team, broke away early in the day for an easy win in Friday #39;s 19th stage of the Tour of Spain over Avila and Collado Villalba."
3872,1,"Rice, No. 5 Texas will run right at each other",AUSTIN Texas coach Mack Brown has been looking for ways to keep his team focused on the present. UT will face Oklahoma on October ninth in Dallas.
3873,3,"Rumors Aside, Browser Is a Logical Step for Google (NewsFactor)",NewsFactor - Google's next move may be to add a browser offering to its portfolio of \Internet products. A New York Post news report suggests that the \search-engine giant has added employees to develop such a technology based on \the open-source Mozilla browser.
3874,3,Hidden Costs of Online CRM - Part 3 (NewsFactor),"NewsFactor - It is low in cost, it delivers enterprise-level functionality, and it spares a company the ordeal of an extensive implementation project. It is hosted software, and many say this once-fledgling software space is now in its prime as more and more companies -- both buyers and sellers -- jump on the bandwagon."
3875,2,Lawsuits Besiege Fannie Mae on Accounting," NEW YORK (Reuters) - Fannie Mae &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt;, under fire from  regulators, is facing a groundswell of lawsuits from  class-action specialists for billions of dollars in stock  losses stemming from the company's faulty accounting."
3876,1,Ricky Williams ordered to repay Dolphins,"MIAMI (Sept. 24, 2004) -- Former Miami Dolphins running back Ricky Williams was ordered to repay the team more than \$8.6 million for breaching his contract when he suddenly quit before training camp."
3877,0,EU Nations Ban Phthalates From Toys (AP),"AP - European Union governments on Friday permanently banned chemicals used to soften plastic from being used in toys, saying they are harmful to young children who put toys in their mouths."
3878,2,Celestica selling power-systems division to C amp;D Technologies,"TORONTO (CP) - Celestica Inc. is selling its power-systems business to C amp;D Technologies, a Pennsylvania-based company which will keep the 160 people employed at the division as part of a strategic expansion of its own business."
3879,3,"Sun, Microsoft Move Focus Of Linux Battle To Leader Red Hat",Sun and Microsoft are using a common strategy to attack a common enemy--Red Hat. Sun President Jonathan Schwartz fired a major counteroffensive against Linux nemesis Red Hat by unveiling hefty discounts on 
3880,1,"McDowell and Price share Heritage lead, as Monty and Poulter miss","WOBURN, England (PA) -- And so there were two. After the second round Friday, Padraig Harrington and David Howell are the only members of the European Ryder Cup team left in the Heritage Tournament at Woburn."
3881,0,US official: Saddam trial won #39;t start this year,"The war crimes trial of deposed Iraqi leader Saddam Hussein won #39;t begin any time soon because deteriorating security is hampering information-gathering in the case, a senior US official said Friday."
3882,0,"Kerry, Bush Clash Over Iraq and Allawi","PHILADELPHIA - Clashing over Iraq, Sen. John Kerry said Friday that President Bush's policies made the war against terror harder to win and ""let Osama bin Laden slip away."" Bush chastised his Democratic rival for questioning the motives of Iraq's interim prime minister..."
3883,3,Business software firms shed more jobs,"Commerce One and Manugistics cut staff, as software makers grapple with industry upheaval."
3884,1,Kahne grabs Dover Busch,Motorsport.com. Kasey Kahne grabbed the Bud pole for the Stacker 200 Saturday at Dover International Speedway. It marks Kahne #39;s second consecutive pole (he also started 
3885,3,HP drops Itanium workstations,"HP's decision is a setback to the Itanium 2 microprocessor, which Intel at one point had billed as a future industry standard."
3886,3,"E-Biz sites hit with targeted attacks, extortion threats",IT security vendors and analysts reported an increase in the number of cyberattacks being targeted at specific companies doing business online. An ongoing denial-of-service attack against payment processor Authorize.Net is a prime example.
3887,3,HP's Fiorina: Sometimes IT spending is a 'bad thing',"Speaking to financial analysts at the Banc of America Securities Investment Conference yesterday, HP Chairman and CEO Carly Fiorina downplayed hopes that corporate budget surpluses would drive IT spending increases in the fourth quarter."
3888,3,Ask Jeeves,"The ability to edit, categorize, and annotate saved searches and the history list puts a new spin on browser bookmarks. Special search functions help tame wild and woolly search results; you can also share results by e-mail."
3889,0,Bashir: To face terror-related charges next week,"JAKARTA - Prosecutors will file terror-related charges against the cleric accused of heading the group behind the Bali bombings, in a case seen as a test of Indonesia #39;s willingness to go after militants."
3890,3,Samples from Genesis Capsule Sent to Lab,The first solar-wind samples recovered from the crashed Genesis space capsule will be examined by researchers in California. The Genesis crashed earlier this month into Utah #39;s west desert.
3891,3,Google conforms to Chinese censorship,"Google #39;s recently launched news service in China doesn #39;t display results from Web sites blocked by that country #39;s authorities, raising prickly questions "
3892,3,Ahead Pushes Nero Digital Format for DVDs (PC World),PC World - Deal with ESS Technology will add support for Ahead's variant of the MPEG-4 video format on DVD players.
3893,3,"It's Final: No WiFi In ""Grantsdale"" Chipset (Ziff Davis)","Ziff Davis - Intel Corp. has decided not to enable the wireless access-point functionality in its Intel 915/925X ""Grantsdale"" chipset, a company spokesman confirmed Friday afternoon."
3894,1,AC Milan need better efforts,"Rome, Italy (Sports Network) - AC Milan must improve its play in order to repeat last season #39;s Serie A triumph. So far the Rossoneri have four points after three matches, but have conceded an alarming four goals."
3895,3,News: Feds invite comment on Internet wiretaps ,U.S. regulators open a public comment period on a plan to wire broadband and VoIP systems for law enforcement surveillance.\
3896,3,Microsoft Files More Lawsuits over Spam,"Going after spammers rather than focusing merely on developing antispam technology is an important step, John Movina, spokesperson for the Coalition Against Unsolicited Commercial Email, said."
3897,3,Red Hat exec takes Sun to task on open source,"update A top Red Hat executive has attacked the open-source credentials of its sometime business partner Sun Microsystems. In a Web log posting Thursday, Michael Tiemann, Red Hat #39;s vice president of open-source "
3898,0,Liberty Beat by Nat Hentoff The Most Evil Crime,"On my last visit to the Darfur area in Sudan, in June, I found a man groaning under a tree. He had been shot in the neck and jaw and left for dead in a pile of corpses."
3899,2,Summer puts dampener on Cadbury Schweppes,"Cadbury Schweppes, the soft drinks and confectionery giant, said yesterday that the wet summer had dampened sales of its soft drinks in Europe."
3900,1,Australia in for Davis Cup kill,Australia is expected to clinch its Davis Cup relegation tie against Morocco in Perth today when doubles partners Wayne Arthurs and Todd Woodbridge take to the court.
3901,1,Wengers Arsenal Mission,Arsenal manager Arsene Wenger has dismissed all talk of moving to Real Madrid and says he expects to sign a new deal with the Gunners soon.
3902,0,Allawi safety claims  #39;out of touch with reality #39; say Iraqis,"Iraqis reacted with astonishment and derision yesterday to a claim made by the interim Prime Minister, Iyad Allawi, before the US Congress that 14 or 15 out of Iraq #39;s 18 provinces  quot;are completely safe."
3903,0,Aid slow to reach desperate Haitians,"GONAIVES, HAITI - The lines grew longer and the people more desperate as flood victims in this city begged for food and clean water in order to survive another day."
3904,0,Israeli Missile Kills One in Gaza Camp -- Medics," GAZA (Reuters) - An Israeli helicopter fired a missile into  a Palestinian refugee camp in Gaza early on Saturday, killing  an elderly man and wounding at least three people, Palestinian  witnesses and medics said."
3905,1,Ricky Williams ordered to repay Dolphins,"Former Miami Dolphins running back Ricky Williams was ordered Friday to repay the team more than \$8.6 million. The money was for incentives and a signing bonus, an arbitrator said."
3906,3,Calif. to Post Details on Sex Offenders on Internet (Reuters),"Reuters - Gov. Arnold Schwarzenegger signed\a law on Friday that would post information on sex offenders on\the Internet, giving Californians easier access to details on\violators."
3907,2,"As With Other Chip Makers, Sales Begin to Stall at Philips,","Signaling a possible wider slowdown in the semiconductor industry, Royal Philips Electronics on Friday became the latest company to say that its chip sales had begun to stall, at least temporarily."
3908,1,Cards' Tavarez to Sit Out Eight Games (AP),"AP - An appeal did little to help St. Louis reliever Julian Tavarez, who was suspended for eight days Friday for applying a foreign substance to balls while pitching last month."
3909,0,Prince Harry passes Army entrance test,"Prince Harry, younger son of the Prince of Wales, has passed his entrance exam to Sandhurst and is looking forward to joining the Army."
3910,1,"Red Sox Forget, and Yanks Gladly Remind Them","In a spot similar to Game 7 of last season's American League Championship Series, Pedro Martnez got another chance Friday night. Again, he failed."
3911,0,"12 Dead, 36 Missing After Ferry Sinks in China"," BEIJING (Reuters) - An overloaded ferry sank in China's  powerful Yellow River killing at least 12 people and leaving 36  missing, the China Daily newspaper said Saturday."
3912,1,Ruling: R. Williams Must Repay Miami,"An arbitrator ruled yesterday that tailback Ricky Williams, who retired just before training camp, must repay the Miami Dolphins \$8."
3913,0,Japan PM readies cabinet reshuffle to silence critics,TOKYO: Japanese Prime Minister Junichiro Koizumi is set to reshuffle his cabinet on Monday in order to gain the leverage to silence critics within his ruling party of his unpopular reform plan.
3914,2,Sony seals purchase of MGM,"Los Angeles (dpa) - An investment consortium led by Japanese electronics giant Sony has sealed a deal to buy the legendary Hollywood studio MGM, which will keep functioning as an independent unit producing several films a year, Variety reported Friday."
3915,0,Musharraf calls meeting with Manmohan a success,"NEW YORK: President Pervez Musharraf has called his meeting with Prime Minister Manmohan Singh historic for India, Pakistan relations, in an interview to US television."
3916,1,Rash of doping scandals makes it hard to believe anyone is clean,Thursday was a relatively good day for US cyclist Tyler Hamilton. I say  quot;relatively quot; because Hamilton was informed by the International Olympic Committee that he will be allowed to keep the gold medal he won last month.
3917,1,Liberty strike first to take series lead,Elena Baranova scored 17 points to lead the New York Liberty over the Shock in Detroit last night in Game 1 of their first-round best-of-three series.
3918,0,Army bulldozers flatten refugee homes close to Jewish settlement,"GAZA CITY, Gaza Strip Witnesses in the Gaza Strip say the Israeli army bulldozed 35 homes in a Palestinian refugee camp today even as the two sides exchanged heavy fire."
3919,2,SEC probes Morningstar ,"CHICAGO -- The Securities and Exchange Commission is investigating the investment research firm Morningstar Inc. for failing to properly correct inaccurate data it published about a mutual fund, the company disclosed yesterday."
3920,1,Unlikely lads fight for the right to party,"When Mike Gatting bumped into his umpiring nemesis Shakoor Rana some time after their finger wagging contretemps at Faisalabad in 1987-88, he was not best pleased."
3921,3,Giving a game a good score,Game makers need to spend time to make sure that music adds to the playing experience.
3922,3,Commerce One Headed For Liquidation (TechWeb),"TechWeb - A high flyer in the heady days of the Internet boom, Commerce One has told federal regulators that its continuing losses may lead to the end of the software company."
3923,1,Throwing thinkerball,"Martinez is all flamboyance and defiance, black curls hanging out of his red cap, staring down batters, gesturing to his fielders, feeding off the energy of the Fenway Park crowd."
3924,1,Brown #39;s available,The Yankees were so encouraged after Kevin Brown threw a bullpen session Friday that they put off announcing their starter for Sunday #39;s game one more day.
3925,0,More abductions in Iraq,"BAGHDAD, Iraq - Six Egyptian engineers working for the mobile telephone company that provides service to central Iraq have been abducted in the past several days, prompting a company official to warn that the phone network would shut down if its remaining "
3926,1,BYU Hopes to Unseat Boise #39;s Bucking Broncos Friday,"Playing its first game in Idaho since 1954, BYU faces another non-conference opponent Friday when they travel to Boise to take on No."
3927,1,Roddick applies heater to Belarus,"Speeding again. But neither caught nor arrested. That was the  quot;Meteor Man, quot; Andy Roddick, burning rubber tennis balls and scorching the green South Carolina pavement of Daniel Island, a remote neighborhood of Charleston, thereby spicing his credentials as the heaviest-handed server in the game."
3928,3,Taking the SMS gamble,"As chief marketing officer of UK mobile phone giant O2, Kent Thexton was in charge of convincing subscribers to gobble up wireless data."
3929,2,Lockheed Martin Defends Polish Investment,Lockheed Martin Corp. defended itself Friday against criticism it was moving too slowly in investing \$6 billion in Poland - a commitment that helped win the US company an order for 48 F-16 fighter jets over its European competitors.
3930,3,"Vaccine Planned for Sheep, Cow Emissions","Sept. 22, 2004 - Belching and farting sheep and cattle, blamed by doomsters for driving the planet towards climate catastrophe, may have met their match."
3931,0,Shell clears Nigeria bases,"OIL giant Royal Dutch/Shell has evacuated two platforms in Nigerias southern region, following clashes between troops and militia fighters."
3932,1,BENITEZ PREPARES FOR BRAZILIANS,Rafael Benitez accepts he must plan to stop a Brazilian double act if Liverpool are to emerge unscathed from their European examination in Greece.
3933,1,Pat Symonds looks at Shanghai strategy,"The teams and drivers have spent two days learning the Chinese circuit, but there are still plenty of questions ahead of tomorrows race"
3934,0,Turkey #39;s EU Bid Back on Course After Damaging Row,Turkey #39;s bid to join the European Union was back on course Thursday after Prime Minister Tayyip Erdogan backed down in a row with the bloc over attempts to ban adultery in his Muslim nation.
3935,2,"Brookfield Buys Rosslyn, Virginia, Office Tower for \$106 Mln","Brookfield Properties Corp., which owns 48 commercial sites including the World Financial Center in New York, bought a 19-story office tower in Rosslyn, Virginia, from Deutsche Immobilien Fonds AG for \$106 million."
3936,0,Nine Afghan soldiers killed in attacks,"Suspected Taliban militants have launched a string of attacks on security posts in southern Afghanistan, killing nine soldiers, an official said."
3937,1,Nervous Clarke awaits Test debut,"He might long have been hailed as Australian cricket #39;s next big thing, but Michael Clarke knows he will be a nervous wreck if selected to replace Ricky Ponting in Australia #39;s first Test in Bangalore, starting on Wednesday week."
3938,1,Roddick Rocks Voltchkov as US Leads Belarus 2-0,"Andy Roddick and Mardy  quot;Silver quot; Fish put the US up 2-0 Friday in their Davis Cup semifinal match-up against Belarus. Roddick overwhelmed Vladimir  quot;The Vladiator quot; Voltchkov 6-1, 6-4, 6-4, followed by Fish defeating "
3939,0,Car Explodes in Northern Gaza Town (AP),"AP - A car exploded near a Palestinian industrial zone in the town of Beit Hanoun in the northern Gaza Strip on Saturday, witnesses said."
3940,3,Huygens On Target for Titan,"At the beginning of next year, the descent probe, Huygens, will try to sample what lies beneath the thick atmosphere of Saturn's largest moon, Titan. Huygens passed its last in-flight checks and scientists are preparing for the perilous, one-way trip towards the surface."
3941,1,Irish And Huskies Set To Battle This Afternoon,The Washington Huskies pay a visit to Notre Dame Stadium for the first time since 1996. The Fighting Irish (2-1) will look to extend their winning streak to three games while the Huskies 
3942,0,Access to Drugs May Be Limited by Medicare Law,The new law has touched off a battle between insurance companies and drug companies that could determine how many medicines will be readily available to Medicare beneficiaries.
3943,1,Dolphins/Steelers Postponed by Hurricane Jeanne," Davie, Fla. (Sports Network) - Sunday's game between the  Miami Dolphins and Pittsburgh Steelers has been postponed  because of Hurricane Jeanne."
3944,1,Austria holds Britain to 1-1 on opening day,Austria and Britain split the opening singles matches Saturday in a Davis Cup World Group playoff with Stefan Koubek and Greg Rusedski both emerging victorious.
3945,1,Rooney counting down to Old Trafford debut,"Wayne Rooney will begin his Manchester United career, ahead of schedule, on Wednesday when he is named among the substitutes for the Champions League match against Fenerbahce "
3946,1,England fluff their lines at the last,England were denied the climax they wanted to a memorable summer by an outrageous ninth wicket partnership of 71 between Courtney Browne and Ian Bradshaw.
3947,2,Southwest Hospital and Medical Center fights for life,"After caring for patients for 40 years, an Atlanta hospital now is tending to its own wounds. Southwest Hospital and Medical Center, which this month filed for Chapter 11 bankruptcy protection, seeks a financial "
3948,1,"No. 16 Florida 20, Kentucky 3","With Hurricane Jeanne approaching, Florida squeezed in its game against Kentucky and beat the Wildcats 20-3 Saturday behind Ciatrick Fason #39;s career-high 210 yards rushing and two touchdowns."
3949,1,No. 23 Maryland Blows Away Duke 55-21 (AP),"AP - Joel Statham threw four touchdown passes to offset a host of mistakes Saturday, and No. 23 Maryland piled up 685 yards in total offense to beat winless Duke 55-21."
3950,1,Mystics stifle Sun for easy win in playoff opener,"Four players scored in double figures for the Washington Mystics, whose defense stymied the Connecticut Sun for a 67-59 victory Saturday in game one of their opening-round WNBA Eastern Conference playoff series."
3951,1,"Ralf looks fitter than before, says Williams",Ralf Schumacher drew plaudits from team boss Frank Williams on Saturday after qualifying fifth for Sunday #39;s inaugural Chinese Grand Prix despite a three-month absence from Formula One.
3952,1,BASEBALL ROUNDUP Solid Start Lifts Expos and Cools the Phillies,un Woo-Kim came within an out of his first career complete game and shutout and also hit a two-run double in Montreal #39;s 8-1 victory over visiting Philadelphia last night.
3953,0,Israeli strike leaves 5 wounded,"GAZA CITY, GAZA STRIP - An early morning missile attack by Israel on a refugee camp has left one Palestinian dead and five wounded."
3954,1,Voller throws in the towel,"RUDI Voller had quit as coach of Roma after a 3-1 defeat away to Bologna, the Serie A club said today. Under the former Germany coach, Roma had taken just four league points from a possible 12."
3955,0,IN THE NEWS - Indonesia #39;s Presidential Election,"Susilo Bambang Yudhoyono is expected to become the next president of Indonesia. With most ballots counted, the former military chief and security minister has a wide lead over President Megawati Sukarnoputri."
3956,1,"No. 24 Louisville 34, North Carolina 0",Eric Shelton ran for three touchdowns and No. 24 Louisville earned its second shutout of the season with a 34-0 victory over North Carolina on Saturday.
3957,0,Muslim Council joins fight for hostage #39;s life,A delegation from the Muslim Council of Britain is travelling to Baghdad in an attempt to secure the release of hostage Kenneth Bigley.
3958,1,"Bryans Lead U.S. Into Final, Spain Leads France", LONDON (Reuters) - The United States swept past Belarus  Saturday to clinch their first Davis Cup final appearance since  1997.
3959,1,Giants Face Quarterback Who Broke Their Hearts,Part of the reason anybody believes in quarterback Jeff Garcia's ability to revive the Cleveland Browns stems from a game 21 long months ago.
3960,1,"Juventus held to 1-1 draw, nine-man Bologna stuns AS Roma 3-1","Serie A leader Juventus was held to a 1-1 draw by newcomer Palermo on Saturday, losing its perfect record in the fourth round. The Sicilian team, which has been off to an impressive start "
3961,0,US launches new Falluja strikes,"At least seven people are killed in fresh US air strikes on the volatile Iraqi city of Falluja, local medics say."
3962,0,Chilean Judge Questions Pinochet,A Chilean judge has questioned former dictator Augusto Pinochet about political opponents who were abducted and presumably murdered during his 17-year rule.
3963,1,Brown to Start for Yanks on Sunday,Kevin Brown will return to the New York Yankees' rotation Sunday to start the series finale against the Boston Red Sox.
3964,0,India PM spoke terror with Pakistani Pres.,India #39;s Prime Minister Manmohan Singh said Saturday he raised the issue of terrorism with Pakistani President Pervez Musharraf.
3965,0,UK anti-terror police hold four ,Anti-terrorist branch police investigating claims a group was trying to buy radioactive material arrest four men.
3966,2,"After Admitting Flaw, Kryptonite Faces Lawsuits",Lock maker Kryptonite and parent Ingersoll-Rand face at least five proposed class-action lawsuits in the United States and Canada after admitting this week that popular 
3967,0,Four held after  #39;sting #39; uncovers alleged dirty bomb conspiracy,"Four men have been arrested on suspicion of terrorist offences following a sting operation organised by a Sunday newspaper, police said last night."
3968,0,Four held as raid uncovers  #39;plot to buy dirty bomb #39;,Four men have been arrested on suspicion of terrorist offences as part of a planned operation by the Metropolitan Police. The men are suspected of attempting to buy radioactive material for 
3969,0,India enters low-budget film for Oscars (AFP),"AFP - A film on a boy losing his vision to cancer has been chosen as India's entry for an Oscar nomination, beating big-budget Bollywood productions, the director said."
3970,1,Brown to Start Sunday Against Red Sox (AP),AP - Kevin Brown will return to the New York Yankees' rotation Sunday to start the series finale against the Boston Red Sox.
3971,1,Vibrant Villeneuve eyes podium in vital end game for Renault,"IN A Renault, the twin tasks of collecting at least a point and motivating the team should not be too onerous for a man who is a former world champion and considered one of the best racers of his generation, especially when Jacques Villeneuve has tended "
3972,1,Young Mets Hurt Cubs in a Game They Needed,"n the home clubhouse before the game, Art Howe, the Mets #39; lame-duck manager, spoke about his off-season plans, his aspirations and whether he might work in baseball again."
3973,1,Campbell set to sign new Arsenal deal,Sol Campbell today revealed that he has agreed to sign a new long-term contract at Arsenal. The England defender is expecting to tie up a few loose ends over the next couple of weeks before making an official announcement.
3974,3,AskJeeves #39;s Butler Trying To Do It Better,"The search engine (www.ask.com) made its fame toward the end of the last millennium by encouraging Web surfers to enter  quot;natural language quot; questions, rather than search terms -- instead of "
3975,1,Reserve infielder likely out for season,The Braves likely lost reserve infielder Mark DeRosa for the rest of the season after he injured his right knee trying to make a throw in Atlanta #39;s 1-0 win over Florida on Saturday night.
3976,1,Lindley takes the lead at Longs Drugs,"Auburn, CA (Sports Network) - Leta Lindley fired a six-under 65 on Saturday to take the lead through 54 holes of the Longs Drugs Challenge."
3977,0,Sudan Says Opposition Was Plotting Coup Attacks,"KHARTOUM, Sudan, Sept. 25 -- Sudanese authorities accused an opposition party Saturday of plotting to kill more than three dozen senior government officials and blow up key sites in the capital, where heavily armed troops were out in force for a second day."
3978,1,"BoSox Rip N.Y. 12-5, Protect AL East Hope (AP)",AP - The Boston Red Sox blew out the Yankees and made sure New York can't clinch the AL East in Fenway Park. Manny Ramirez doubled in the tiebreaking run during a seven-run eighth on Saturday night and the Red Sox beat New York 12-5 to preserve their chances of an AL East title. Jason Varitek and Doug Mirabelli each doubled in two runs in the inning.
3979,1,Relievers Are Lucky the Yankees Didn't Need This Game,"Determined to give his best setup man, Tom Gordon, the night off, Manager Joe Torre watched as the Yankees disintegrated in the eighth inning Saturday."
3980,0,Gaddafi #39;s son in brawl with French police,"The youngest son of Muammar Gaddafi, the Libyan leader, was involved in a high-speed police chase through central Paris that ended in fisticuffs, according to French officials."
3981,0,Hurricane Jeanne Slams Into Florida's East Coast (Reuters),"Reuters - Hurricane Jeanne slammed into\Florida with 115 mph winds and blinding rain on Saturday,\punching a coastal region still scarred from Hurricane Frances\three weeks ago."
3982,1,Bowe Knocks Out Rhode in Second Round (AP),"AP - Some in boxing were worried Riddick Bowe would get hurt making a comeback after eight years outside the ring. On Saturday night, he was the one doing the hurting."
3983,1,Stewart geared up for Dover,"Tony Stewart knows his way around Dover and will attack the 1-mile speedway in today #39;s MBNA America 400 like a man with nothing to lose -- because, well, he has nothing to lose."
3984,0,Manmohan wraps up US tour,Prime Minister Manmohan Singh today headed for Geneva on way back home wrapping up a  #39;highly successful #39; visit to Britain and the US.
3985,1,Red Sox Take Yankees,"Manny Ramirez hits in the tiebreaking run in the eighth, and the Red Sox win, 12-5, to cut the Yankees' lead in the AL East to 4 1/2 games."
3986,2,Bike owners can replace Kryptonite locks free of charge,"Bike owners trying to figure out what to do with their round-key Kryptonite locks (which reportedly can be picked open with the hollow shaft of a Bic pen), should know that Kryptonite is offering to replace the locks, free of charge."
3987,3,Technology Briefs,"NEW YORK - Don #39;t call brick-and-mortar retail stores irrelevant in this age of e-commerce: In a survey, 69 percent of US online shoppers admit to browsing in traditional stores before buying over the Internet."
3988,0,Two Palestinians wounded; Israel prevents from Palestinian &lt;b&gt;...&lt;/b&gt;,"An Israeli helicopter fired two missiles into a metal workshop in the Gaza Strip refugee camp of Khan Yunis early Sunday, slightly injuring two people, witnesses and medical workers said."
3989,0,IAEA team leaves after week-long inspection in South Korea (AFP),"AFP - United Nations inspectors left after a week-long investigation into South Korea's past secret experiments with potential ingredients for nuclear bombs, officials said."
3990,1,What we learned,"Minnesota: The tailback tag team of junior Marion Barber and sophomore Laurence Maroney, who combined for 231 yards Saturday and have 1040 yards already this season, has made the Gophers one of the top rushing teams in the country."
